	target	           Displacement	Horsepower Weight	Acceleration	Model Year	Cylinders_3	Cylinders_4	Cylinders_5	Cylinders_6	Cylinders_8	Origin_1	Origin_2	Origin_3
54	3.58351893845611	72.0	69.0	1613.0	18.0	71	0	1	0	0	0	0	0	1
55	3.332204510175204	97.0	60.0	1834.0	19.0	71	0	1	0	0	0	0	1	0
56	3.295836866004329	91.0	70.0	1955.0	20.5	71	0	1	0	0	0	1	0	0
57	3.2188758248682006	113.0	95.0	2278.0	15.5	72	0	1	0	0	0	0	0	1
58	3.258096538021482	97.5	80.0	2126.0	17.0	72	0	1	0	0	0	1	0	0
59	3.1780538303479458	97.0	54.0	2254.0	23.5	72	0	1	0	0	0	0	1	0
60	3.044522437723423	140.0	90.0	2408.0	19.5	72	0	1	0	0	0	1	0	0
61	3.091042453358316	122.0	86.0	2226.0	16.5	72	0	1	0	0	0	1	0	0
62	2.6390573296152584	350.0	165.0	4274.0	12.0	72	0	0	0	0	1	1	0	0
63	2.70805020110221	400.0	175.0	4385.0	12.0	72	0	0	0	0	1	1	0	0
64	2.772588722239781	318.0	150.0	4135.0	13.5	72	0	0	0	0	1	1	0	0
65	2.70805020110221	351.0	153.0	4129.0	13.0	72	0	0	0	0	1	1	0	0
66	2.8903717578961645	304.0	150.0	3672.0	11.5	72	0	0	0	0	1	1	0	0
67	2.4849066497880004	429.0	208.0	4633.0	11.0	72	0	0	0	0	1	1	0	0
68	2.6390573296152584	350.0	155.0	4502.0	13.5	72	0	0	0	0	1	1	0	0
69	2.5649493574615367	350.0	160.0	4456.0	13.5	72	0	0	0	0	1	1	0	0
70	2.6390573296152584	400.0	190.0	4422.0	12.5	72	0	0	0	0	1	1	0	0
71	2.995732273553991	70.0	97.0	2330.0	13.5	72	1	0	0	0	0	0	0	1
72	2.772588722239781	304.0	150.0	3892.0	12.5	72	0	0	0	0	1	1	0	0
73	2.6390573296152584	307.0	130.0	4098.0	14.0	72	0	0	0	0	1	1	0	0
74	2.6390573296152584	302.0	140.0	4294.0	16.0	72	0	0	0	0	1	1	0	0
75	2.70805020110221	318.0	150.0	4077.0	14.0	72	0	0	0	0	1	1	0	0
76	2.9444389791664403	121.0	112.0	2933.0	14.5	72	0	1	0	0	0	0	1	0
77	3.1354942159291497	121.0	76.0	2511.0	18.0	72	0	1	0	0	0	0	1	0
78	3.091042453358316	120.0	87.0	2979.0	19.5	72	0	1	0	0	0	0	1	0
79	3.295836866004329	96.0	69.0	2189.0	18.0	72	0	1	0	0	0	0	1	0
80	3.1354942159291497	122.0	86.0	2395.0	16.0	72	0	1	0	0	0	1	0	0
81	3.367295829986474	97.0	92.0	2288.0	17.0	72	0	1	0	0	0	0	0	1
82	3.1780538303479458	120.0	97.0	2506.0	14.5	72	0	1	0	0	0	0	0	1
83	3.367295829986474	98.0	80.0	2164.0	15.0	72	0	1	0	0	0	1	0	0
84	3.332204510175204	97.0	88.0	2100.0	16.5	72	0	1	0	0	0	0	0	1
85	2.6390573296152584	350.0	175.0	4100.0	13.0	73	0	0	0	0	1	1	0	0
86	2.70805020110221	304.0	150.0	3672.0	11.5	73	0	0	0	0	1	1	0	0
87	2.6390573296152584	350.0	145.0	3988.0	13.0	73	0	0	0	0	1	1	0	0
88	2.70805020110221	302.0	137.0	4042.0	14.5	73	0	0	0	0	1	1	0	0
89	2.772588722239781	318.0	150.0	3777.0	12.5	73	0	0	0	0	1	1	0	0
90	2.5649493574615367	429.0	198.0	4952.0	11.5	73	0	0	0	0	1	1	0	0
91	2.6390573296152584	400.0	150.0	4464.0	12.0	73	0	0	0	0	1	1	0	0
92	2.6390573296152584	351.0	158.0	4363.0	13.0	73	0	0	0	0	1	1	0	0
93	2.70805020110221	318.0	150.0	4237.0	14.5	73	0	0	0	0	1	1	0	0
94	2.6390573296152584	440.0	215.0	4735.0	11.0	73	0	0	0	0	1	1	0	0
95	2.5649493574615367	455.0	225.0	4951.0	11.0	73	0	0	0	0	1	1	0	0
96	2.6390573296152584	360.0	175.0	3821.0	11.0	73	0	0	0	0	1	1	0	0
97	2.9444389791664403	225.0	105.0	3121.0	16.5	73	0	0	0	1	0	1	0	0
98	2.833213344056216	250.0	100.0	3278.0	18.0	73	0	0	0	1	0	1	0	0
99	2.9444389791664403	232.0	100.0	2945.0	16.0	73	0	0	0	1	0	1	0	0
100	2.9444389791664403	250.0	88.0	3021.0	16.5	73	0	0	0	1	0	1	0	0
101	3.1780538303479458	198.0	95.0	2904.0	16.0	73	0	0	0	1	0	1	0	0
102	3.295836866004329	97.0	46.0	1950.0	21.0	73	0	1	0	0	0	0	1	0
103	2.4849066497880004	400.0	150.0	4997.0	14.0	73	0	0	0	0	1	1	0	0
104	2.5649493574615367	400.0	167.0	4906.0	12.5	73	0	0	0	0	1	1	0	0
105	2.6390573296152584	360.0	170.0	4654.0	13.0	73	0	0	0	0	1	1	0	0
106	2.5649493574615367	350.0	180.0	4499.0	12.5	73	0	0	0	0	1	1	0	0
107	2.9444389791664403	232.0	100.0	2789.0	15.0	73	0	0	0	1	0	1	0	0
108	3.044522437723423	97.0	88.0	2279.0	19.0	73	0	1	0	0	0	0	0	1
109	3.091042453358316	140.0	72.0	2401.0	19.5	73	0	1	0	0	0	1	0	0
110	3.1354942159291497	108.0	94.0	2379.0	16.5	73	0	1	0	0	0	0	0	1
111	2.9444389791664403	70.0	90.0	2124.0	13.5	73	1	0	0	0	0	0	0	1
112	2.995732273553991	122.0	85.0	2310.0	18.5	73	0	1	0	0	0	1	0	0
113	3.091042453358316	155.0	107.0	2472.0	14.0	73	0	0	0	1	0	1	0	0
114	3.295836866004329	98.0	90.0	2265.0	15.5	73	0	1	0	0	0	0	1	0
115	2.772588722239781	350.0	145.0	4082.0	13.0	73	0	0	0	0	1	1	0	0
117	3.4011973816621555	68.0	49.0	1867.0	19.5	73	0	1	0	0	0	0	1	0
118	3.2188758248682006	116.0	75.0	2158.0	15.5	73	0	1	0	0	0	0	1	0
119	3.044522437723423	114.0	91.0	2582.0	14.0	73	0	1	0	0	0	0	1	0
120	2.995732273553991	121.0	112.0	2868.0	15.5	73	0	1	0	0	0	0	1	0
121	2.772588722239781	318.0	150.0	3399.0	11.0	73	0	0	0	0	1	1	0	0
122	3.2188758248682006	121.0	110.0	2660.0	14.0	73	0	1	0	0	0	0	1	0
123	3.044522437723423	156.0	122.0	2807.0	13.5	73	0	0	0	1	0	0	0	1
124	2.4849066497880004	350.0	180.0	3664.0	11.0	73	0	0	0	0	1	1	0	0
125	3.044522437723423	198.0	95.0	3102.0	16.5	74	0	0	0	1	0	1	0	0
126	3.091042453358316	200.0	104.46938775510205	2875.0	17.0	74	0	0	0	1	0	1	0	0
127	2.995732273553991	232.0	100.0	2901.0	16.0	74	0	0	0	1	0	1	0	0
128	2.772588722239781	250.0	100.0	3336.0	17.0	74	0	0	0	1	0	1	0	0
129	3.4657359027997265	79.0	67.0	1950.0	19.0	74	0	1	0	0	0	0	0	1
130	3.295836866004329	122.0	80.0	2451.0	16.5	74	0	1	0	0	0	1	0	0
131	3.4965075614664802	71.0	65.0	1836.0	21.0	74	0	1	0	0	0	0	0	1
132	3.258096538021482	140.0	75.0	2542.0	17.0	74	0	1	0	0	0	1	0	0
133	2.833213344056216	250.0	100.0	3781.0	17.0	74	0	0	0	1	0	1	0	0
134	2.833213344056216	258.0	110.0	3632.0	18.0	74	0	0	0	1	0	1	0	0
135	2.9444389791664403	225.0	105.0	3613.0	16.5	74	0	0	0	1	0	1	0	0
136	2.833213344056216	302.0	140.0	4141.0	14.0	74	0	0	0	0	1	1	0	0
137	2.6390573296152584	350.0	150.0	4699.0	14.5	74	0	0	0	0	1	1	0	0
138	2.70805020110221	318.0	150.0	4457.0	13.5	74	0	0	0	0	1	1	0	0
139	2.70805020110221	302.0	140.0	4638.0	16.0	74	0	0	0	0	1	1	0	0
140	2.70805020110221	304.0	150.0	4257.0	15.5	74	0	0	0	0	1	1	0	0
141	3.4011973816621555	98.0	83.0	2219.0	16.5	74	0	1	0	0	0	0	1	0
142	3.295836866004329	79.0	67.0	1963.0	15.5	74	0	1	0	0	0	0	1	0
143	3.295836866004329	97.0	78.0	2300.0	14.5	74	0	1	0	0	0	0	1	0
144	3.4657359027997265	76.0	52.0	1649.0	16.5	74	0	1	0	0	0	0	0	1
145	3.4965075614664802	83.0	61.0	2003.0	19.0	74	0	1	0	0	0	0	0	1
146	3.367295829986474	90.0	75.0	2125.0	14.5	74	0	1	0	0	0	1	0	0
147	3.2188758248682006	90.0	75.0	2108.0	15.5	74	0	1	0	0	0	0	1	0
148	3.295836866004329	116.0	75.0	2246.0	14.0	74	0	1	0	0	0	0	1	0
149	3.2188758248682006	120.0	97.0	2489.0	15.0	74	0	1	0	0	0	0	0	1
150	3.295836866004329	108.0	93.0	2391.0	15.5	74	0	1	0	0	0	0	0	1
151	3.4657359027997265	79.0	67.0	2000.0	16.0	74	0	1	0	0	0	0	1	0
152	2.995732273553991	225.0	95.0	3264.0	16.0	75	0	0	0	1	0	1	0	0
153	2.9444389791664403	250.0	105.0	3459.0	16.0	75	0	0	0	1	0	1	0	0
154	2.772588722239781	250.0	72.0	3432.0	21.0	75	0	0	0	1	0	1	0	0
155	2.772588722239781	250.0	72.0	3158.0	19.5	75	0	0	0	1	0	1	0	0
156	2.833213344056216	400.0	170.0	4668.0	11.5	75	0	0	0	0	1	1	0	0
157	2.772588722239781	350.0	145.0	4440.0	14.0	75	0	0	0	0	1	1	0	0
158	2.833213344056216	318.0	150.0	4498.0	14.5	75	0	0	0	0	1	1	0	0
159	2.70805020110221	351.0	148.0	4657.0	13.5	75	0	0	0	0	1	1	0	0
160	2.8903717578961645	231.0	110.0	3907.0	21.0	75	0	0	0	1	0	1	0	0
161	2.833213344056216	250.0	105.0	3897.0	18.5	75	0	0	0	1	0	1	0	0
162	2.772588722239781	258.0	110.0	3730.0	19.0	75	0	0	0	1	0	1	0	0
163	2.9444389791664403	225.0	95.0	3785.0	19.0	75	0	0	0	1	0	1	0	0
164	3.091042453358316	231.0	110.0	3039.0	15.0	75	0	0	0	1	0	1	0	0
165	3.044522437723423	262.0	110.0	3221.0	13.5	75	0	0	0	0	1	1	0	0
166	2.6390573296152584	302.0	129.0	3169.0	12.0	75	0	0	0	0	1	1	0	0
167	3.4011973816621555	97.0	75.0	2171.0	16.0	75	0	1	0	0	0	0	0	1
168	3.1780538303479458	140.0	83.0	2639.0	17.0	75	0	1	0	0	0	1	0	0
169	3.044522437723423	232.0	100.0	2914.0	16.0	75	0	0	0	1	0	1	0	0
170	3.1780538303479458	140.0	78.0	2592.0	18.5	75	0	1	0	0	0	1	0	0
171	3.2188758248682006	134.0	96.0	2702.0	13.5	75	0	1	0	0	0	0	0	1
172	3.258096538021482	90.0	71.0	2223.0	16.5	75	0	1	0	0	0	0	1	0
173	3.2188758248682006	119.0	97.0	2545.0	17.0	75	0	1	0	0	0	0	0	1
174	2.9444389791664403	171.0	97.0	2984.0	14.5	75	0	0	0	1	0	1	0	0
175	3.4011973816621555	90.0	70.0	1937.0	14.0	75	0	1	0	0	0	0	1	0
176	2.995732273553991	232.0	90.0	3211.0	17.0	75	0	0	0	1	0	1	0	0
177	3.1780538303479458	115.0	95.0	2694.0	15.0	75	0	1	0	0	0	0	1	0
178	3.1780538303479458	120.0	88.0	2957.0	17.0	75	0	1	0	0	0	0	1	0
179	3.1354942159291497	121.0	98.0	2945.0	14.5	75	0	1	0	0	0	0	1	0
180	3.258096538021482	121.0	115.0	2671.0	13.5	75	0	1	0	0	0	0	1	0
181	3.5263605246161616	91.0	53.0	1795.0	17.5	75	0	1	0	0	0	0	0	1
182	3.367295829986474	107.0	86.0	2464.0	15.5	76	0	1	0	0	0	0	1	0
183	3.258096538021482	116.0	81.0	2220.0	16.9	76	0	1	0	0	0	0	1	0
184	3.258096538021482	140.0	92.0	2572.0	14.9	76	0	1	0	0	0	1	0	0
185	3.295836866004329	98.0	79.0	2255.0	17.7	76	0	1	0	0	0	1	0	0
186	3.332204510175204	101.0	83.0	2202.0	15.3	76	0	1	0	0	0	0	1	0
187	2.917770732084279	305.0	140.0	4215.0	13.0	76	0	0	0	0	1	1	0	0
188	2.833213344056216	318.0	150.0	4190.0	13.0	76	0	0	0	0	1	1	0	0
189	2.803360380906535	304.0	120.0	3962.0	13.9	76	0	0	0	0	1	1	0	0
190	2.740840023925201	351.0	152.0	4215.0	12.8	76	0	0	0	0	1	1	0	0
191	3.1354942159291497	225.0	100.0	3233.0	15.4	76	0	0	0	1	0	1	0	0
192	3.1354942159291497	250.0	105.0	3353.0	14.5	76	0	0	0	1	0	1	0	0
193	3.2188758248682006	200.0	81.0	3012.0	17.6	76	0	0	0	1	0	1	0	0
194	3.1570004211501135	232.0	90.0	3085.0	17.6	76	0	0	0	1	0	1	0	0
195	3.4011973816621555	85.0	52.0	2035.0	22.2	76	0	1	0	0	0	1	0	0
196	3.2386784521643803	98.0	60.0	2164.0	22.1	76	0	1	0	0	0	1	0	0
197	3.4011973816621555	90.0	70.0	1937.0	14.2	76	0	1	0	0	0	0	1	0
198	3.5263605246161616	91.0	53.0	1795.0	17.4	76	0	1	0	0	0	0	0	1
199	3.044522437723423	225.0	100.0	3651.0	17.7	76	0	0	0	1	0	1	0	0
200	2.9444389791664403	250.0	78.0	3574.0	21.0	76	0	0	0	1	0	1	0	0
201	2.970414465569701	250.0	110.0	3645.0	16.2	76	0	0	0	1	0	1	0	0
202	2.917770732084279	258.0	95.0	3193.0	17.8	76	0	0	0	1	0	1	0	0
203	3.417726683613366	97.0	71.0	1825.0	12.2	76	0	1	0	0	0	0	1	0
204	3.4965075614664802	85.0	70.0	1990.0	17.0	76	0	1	0	0	0	0	0	1
205	3.367295829986474	97.0	75.0	2155.0	16.4	76	0	1	0	0	0	0	0	1
206	3.3141860046725258	140.0	72.0	2565.0	13.6	76	0	1	0	0	0	1	0	0
207	3.044522437723423	130.0	102.0	3150.0	15.7	76	0	1	0	0	0	0	1	0
208	2.6390573296152584	318.0	150.0	3940.0	13.2	76	0	0	0	0	1	1	0	0
209	2.995732273553991	120.0	88.0	3270.0	21.9	76	0	1	0	0	0	0	1	0
210	2.995732273553991	156.0	108.0	2930.0	15.5	76	0	0	0	1	0	0	0	1
211	2.8622008809294686	168.0	120.0	3820.0	16.7	76	0	0	0	1	0	0	1	0
212	2.8622008809294686	350.0	180.0	4380.0	12.1	76	0	0	0	0	1	1	0	0
213	2.6390573296152584	350.0	145.0	4055.0	12.0	76	0	0	0	0	1	1	0	0
214	2.6390573296152584	302.0	130.0	3870.0	15.0	76	0	0	0	0	1	1	0	0
215	2.6390573296152584	318.0	150.0	3755.0	14.0	76	0	0	0	0	1	1	0	0
216	3.481240089335692	98.0	68.0	2045.0	18.5	77	0	1	0	0	0	0	0	1
217	3.4339872044851463	111.0	80.0	2155.0	14.8	77	0	1	0	0	0	1	0	0
218	3.6109179126442243	79.0	58.0	1825.0	18.6	77	0	1	0	0	0	0	1	0
219	3.2771447329921766	122.0	96.0	2300.0	15.5	77	0	1	0	0	0	1	0	0
220	3.5409593240373143	85.0	70.0	1945.0	16.8	77	0	1	0	0	0	0	0	1
221	2.917770732084279	305.0	145.0	3880.0	12.5	77	0	0	0	0	1	1	0	0
222	2.8903717578961645	260.0	110.0	4060.0	19.0	77	0	0	0	0	1	1	0	0
223	2.803360380906535	318.0	145.0	4140.0	13.7	77	0	0	0	0	1	1	0	0
224	2.772588722239781	302.0	130.0	4295.0	14.9	77	0	0	0	0	1	1	0	0
225	2.917770732084279	250.0	110.0	3520.0	16.4	77	0	0	0	1	0	1	0	0
226	3.068052935133617	231.0	105.0	3425.0	16.9	77	0	0	0	1	0	1	0	0
227	2.995732273553991	225.0	100.0	3630.0	17.7	77	0	0	0	1	0	1	0	0
228	2.970414465569701	250.0	98.0	3525.0	19.0	77	0	0	0	1	0	1	0	0
229	2.833213344056216	400.0	180.0	4220.0	11.1	77	0	0	0	0	1	1	0	0
230	2.803360380906535	350.0	170.0	4165.0	11.4	77	0	0	0	0	1	1	0	0
231	2.803360380906535	400.0	190.0	4325.0	12.2	77	0	0	0	0	1	1	0	0
232	2.833213344056216	351.0	149.0	4335.0	14.5	77	0	0	0	0	1	1	0	0
233	3.4011973816621555	97.0	78.0	1940.0	14.5	77	0	1	0	0	0	0	1	0
234	3.2386784521643803	151.0	88.0	2740.0	16.0	77	0	1	0	0	0	1	0	0
235	3.295836866004329	97.0	75.0	2265.0	18.2	77	0	1	0	0	0	0	0	1
236	3.2771447329921766	140.0	89.0	2755.0	15.8	77	0	1	0	0	0	1	0	0
237	3.449987545831587	98.0	63.0	2051.0	17.0	77	0	1	0	0	0	1	0	0
238	3.5409593240373143	98.0	83.0	2075.0	15.9	77	0	1	0	0	0	1	0	0
239	3.4339872044851463	97.0	67.0	1985.0	16.4	77	0	1	0	0	0	0	0	1
240	3.449987545831587	97.0	78.0	2190.0	14.1	77	0	1	0	0	0	0	1	0
241	3.1354942159291497	146.0	97.0	2815.0	14.5	77	0	0	0	1	0	0	0	1
242	3.1135153092103742	121.0	110.0	2600.0	12.8	77	0	1	0	0	0	0	1	0
243	3.1135153092103742	80.0	110.0	2720.0	13.5	77	1	0	0	0	0	0	0	1
244	3.7864597824528	90.0	48.0	1985.0	21.5	78	0	1	0	0	0	0	1	0
245	3.6136169696133895	98.0	66.0	1800.0	14.4	78	0	1	0	0	0	1	0	0
246	3.520460802488973	78.0	52.0	1985.0	19.4	78	0	1	0	0	0	0	0	1
247	3.6988297849671046	85.0	70.0	2070.0	18.6	78	0	1	0	0	0	0	0	1
248	3.6136169696133895	91.0	60.0	1800.0	16.4	78	0	1	0	0	0	0	0	1
249	3.039749158970765	260.0	110.0	3365.0	15.5	78	0	0	0	0	1	1	0	0
250	3.0155349008501706	318.0	140.0	3735.0	13.2	78	0	0	0	0	1	1	0	0
251	3.054001181677967	302.0	139.0	3570.0	12.8	78	0	0	0	0	1	1	0	0
252	3.005682604407159	231.0	105.0	3535.0	19.2	78	0	0	0	1	0	1	0	0
253	3.068052935133617	200.0	95.0	3155.0	18.2	78	0	0	0	1	0	1	0	0
254	3.054001181677967	200.0	85.0	2965.0	15.8	78	0	0	0	1	0	1	0	0
255	3.261935314328648	140.0	88.0	2720.0	15.4	78	0	1	0	0	0	1	0	0
256	3.068052935133617	225.0	100.0	3430.0	17.2	78	0	0	0	1	0	1	0	0
257	3.0155349008501706	232.0	90.0	3210.0	17.2	78	0	0	0	1	0	1	0	0
258	3.0726933146901194	231.0	105.0	3380.0	15.8	78	0	0	0	1	0	1	0	0
259	3.0819099697950434	200.0	85.0	3070.0	16.7	78	0	0	0	1	0	1	0	0
260	2.975529566236472	225.0	110.0	3620.0	18.7	78	0	0	0	1	0	1	0	0
261	2.9496883350525844	258.0	120.0	3410.0	15.1	78	0	0	0	1	0	1	0	0
262	3.005682604407159	305.0	145.0	3425.0	13.2	78	0	0	0	0	1	1	0	0
263	2.928523523860541	231.0	165.0	3445.0	13.4	78	0	0	0	1	0	1	0	0
264	2.9496883350525844	302.0	139.0	3205.0	11.2	78	0	0	0	0	1	1	0	0
265	2.917770732084279	318.0	140.0	4080.0	13.7	78	0	0	0	0	1	1	0	0
266	3.4339872044851463	98.0	68.0	2155.0	16.5	78	0	1	0	0	0	1	0	0
267	3.349904087274605	134.0	95.0	2560.0	14.2	78	0	1	0	0	0	0	0	1
268	3.339321977944068	119.0	97.0	2300.0	14.7	78	0	1	0	0	0	0	0	1
269	3.462606009790799	105.0	75.0	2230.0	14.5	78	0	1	0	0	0	1	0	0
270	3.095577608523707	134.0	95.0	2515.0	14.8	78	0	1	0	0	0	0	0	1
271	3.186352633162641	156.0	105.0	2745.0	16.7	78	0	1	0	0	0	1	0	0
272	3.2108436531709366	151.0	85.0	2855.0	17.6	78	0	1	0	0	0	1	0	0
273	3.214867803470662	119.0	97.0	2405.0	14.9	78	0	1	0	0	0	0	0	1
274	3.0587070727153796	131.0	103.0	2830.0	15.9	78	0	0	1	0	0	0	1	0
275	2.8903717578961645	163.0	125.0	3140.0	13.6	78	0	0	0	1	0	0	1	0
276	3.1179499062782403	121.0	115.0	2795.0	15.7	78	0	1	0	0	0	0	1	0
277	2.8449093838194073	163.0	133.0	3410.0	15.8	78	0	0	0	1	0	0	1	0
278	3.481240089335692	89.0	71.0	1990.0	14.9	78	0	1	0	0	0	0	1	0
279	3.417726683613366	98.0	68.0	2135.0	16.6	78	0	1	0	0	0	0	0	1
280	3.1135153092103742	231.0	115.0	3245.0	15.4	79	0	0	0	1	0	1	0	0
281	3.0349529867072724	200.0	85.0	2990.0	18.2	79	0	0	0	1	0	1	0	0
282	3.1484533605716547	140.0	88.0	2890.0	17.3	79	0	1	0	0	0	1	0	0
283	3.054001181677967	232.0	90.0	3265.0	18.2	79	0	0	0	1	0	1	0	0
284	3.0726933146901194	225.0	110.0	3360.0	16.6	79	0	0	0	1	0	1	0	0
285	2.8903717578961645	305.0	130.0	3840.0	15.4	79	0	0	0	0	1	1	0	0
286	2.9231615807191558	302.0	129.0	3725.0	13.4	79	0	0	0	0	1	1	0	0
287	2.8622008809294686	351.0	138.0	3955.0	13.2	79	0	0	0	0	1	1	0	0
288	2.954910279033736	318.0	135.0	3830.0	15.2	79	0	0	0	0	1	1	0	0
289	2.884800712846709	350.0	155.0	4360.0	14.9	79	0	0	0	0	1	1	0	0
290	2.803360380906535	351.0	142.0	4054.0	14.3	79	0	0	0	0	1	1	0	0
291	3.005682604407159	267.0	125.0	3605.0	15.0	79	0	0	0	0	1	1	0	0
292	2.970414465569701	360.0	150.0	3940.0	13.0	79	0	0	0	0	1	1	0	0
293	3.493472657771326	89.0	71.0	1925.0	14.0	79	0	1	0	0	0	0	1	0
294	3.55820113047182	86.0	65.0	1975.0	15.2	79	0	1	0	0	0	0	0	1
295	3.6027767550605247	98.0	80.0	1915.0	14.4	79	0	1	0	0	0	1	0	0
296	3.3463891451671604	121.0	80.0	2670.0	15.0	79	0	1	0	0	0	1	0	0
297	3.2733640101522705	183.0	77.0	3530.0	20.1	79	0	0	1	0	0	0	1	0
298	3.1780538303479458	350.0	125.0	3900.0	17.4	79	0	0	0	0	1	1	0	0
300	3.214867803470662	260.0	90.0	3420.0	22.2	79	0	0	0	0	1	1	0	0
301	3.5610460826040513	105.0	70.0	2200.0	13.2	79	0	1	0	0	0	1	0	0
302	3.56953269648137	105.0	70.0	2150.0	14.9	79	0	1	0	0	0	1	0	0
303	3.490428515390098	85.0	65.0	2020.0	19.2	79	0	1	0	0	0	0	0	1
304	3.6454498961866	91.0	69.0	2130.0	14.7	79	0	1	0	0	0	0	1	0
